ANNO_MESE;FLEET;OT_TYPE;THING;VEHICLE;BASELINE;CUID;ITEMS_GROUP;TSTAMP;S_BCE1_BCE1_ITRACTION;S_BCE2_BCE2_ITRACTION;S_BCE3_BCE3_ITRACTION;S_BCE4_BCE4_ITRACTION;S_BCE5_BCE5_ITRACTION;S_MPU1_BCE_CRELEASEHOLDINGH;S_MPU1_BCE_CRELEASEHOLDINGL;S_MPU1_BCE_CTLTRACTION;S_MPU1_DDU_CDRVLOCALCABACTIVE_H1;S_MPU1_DDU_CDRVLOCALCABACTIVE_H2;S_MPU1_DDU_CTRACTIONINHIBIT;S_MPU1_F_TBS_CONSTCLTRACCUTOFFTRAIN_IOS;S_MPU1_F_TBS_CONSTCLTRACCUTOFF_IOS;S_MPU1_F_TBS_CONSTCLTRACTIONTRAIN_IOS;S_MPU1_F_TBS_CONSTCLTRACTION_IOS;S_MPU1_F_TBS_ENCODERDIFFERFAILH1_IOS;S_MPU1_F_TBS_ENCODERDIFFERFAILH2_IOS;S_MPU1_F_TBS_ENCODERR1H1FAIL_IOS;S_MPU1_F_TBS_ENCODERR1H2FAIL_IOS;S_MPU1_F_TBS_ENCODERR2H1FAIL_IOS;S_MPU1_F_TBS_ENCODERR2H2FAIL_IOS;S_MPU1_F_TBS_INCONTRACTIONCOM_H1_IOS;S_MPU1_F_TBS_TRACCONVEREBDOOR_H1_IOS;S_MPU1_F_TBS_TRACCONVEREBDOOR_H2_IOS;S_MPU1_F_TBS_TRACCUTOFFINCONTS_IOS;S_MPU1_F_TBS_TRACMICROSWITCHMC_H1_IOS;S_MPU1_F_TBS_TRACMICROSWITCHMC_H2_IOS;S_MPU1_F_TBS_TRACTIONFAULT_H1;S_MPU1_F_TBS_TRACTIONFAULT_H2;S_MPU1_F_TBS_TRACTIONINHIBIT;S_MPU1_MPU_CTRAINSPEED;S_PCE1_PCE1_INOBRAKE;S_PCE1_PCE1_INOTRACTIONCUTOFF;S_PCE1_PCE1_ITRACTION;S_PCE2_PCE2_INOBRAKE;S_PCE2_PCE2_INOTRACTIONCUTOFF;S_PCE2_PCE2_ITRACTION;S_PCE3_PCE3_INOBRAKE;S_PCE3_PCE3_INOTRACTIONCUTOFF;S_PCE3_PCE3_ITRACTION;S_PCE4_PCE4_INOTRACTIONCUTOFF;S_PCE4_PCE4_ITRACTION;S_RIO1_H1_LI_TBSTRACTIONFAULT_H1;S_RIO1_H2_LI_TBSTRACTIONFAULT_H2;S_RIO2_H1_LI_ATPNOTRACTIONBLOCKDIS_H1;S_RIO2_H1_LI_ATPNOTRACTIONBLOCKSCMT_H1;S_RIO2_H2_LI_ATPNOTRACTIONBLOCKDIS_H2;S_RIO2_H2_LI_ATPNOTRACTIONBLOCKSCMT_H2;S_RIO3_H1_LI_TBSMOTORING_R1_H1;S_RIO3_H1_LI_TBSNOBRAKE_R1_H1;S_RIO3_H2_LI_TBSMOTORING_R1_H2;S_RIO3_H2_LI_TBSNOBRAKE_R1_H2;S_RIO4_H1_LI_TBSMOTORING_R2_H1;S_RIO4_H2_LI_TBSMOTORING_R2_H2
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:08.900000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;83;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:10.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;81;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:11.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;80;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:12.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;80;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:13.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;79;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:14.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;78;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:15.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;76;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:16.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;75;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:17.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;74;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:18.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;72;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:19.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;71;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:20.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;71;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:21.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;70;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:22.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;69;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:23.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:24.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:25.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;67;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:26.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;67;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:27.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;66;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:28.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:29.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;64;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:30.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;62;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:31.000000000;0;0;0;0;0;0;1;0;1;0;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;61;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:32.000000000;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:33.000000000;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:34.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:35.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:36.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:37.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:38.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:39.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:40.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:41.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:42.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:43.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:44.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:45.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:46.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:47.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:48.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:49.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:50.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:51.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:52.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:53.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:54.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:55.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:56.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:57.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:58.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:25:59.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:00.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:01.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:02.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:03.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:04.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:05.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:06.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:07.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:08.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:09.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:10.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:11.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:12.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:13.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:14.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:15.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:16.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:17.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:18.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:19.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:20.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:21.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:22.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:23.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:24.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:26:25.000000000;1;1;1;1;1;0;1;0;1;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0
